Time (LST),Air Temp (°F),0.5 m Air Temp (°F),1.5 m Air Temp (°F),3 m Air Temp (°F),Relative Humidity (%),Precipitation (in),Accumulated Precip (in),Solar Radiation (W/m²),Wind Speed (mph),Wind Direction (°),Wind Gust (mph),"4"" Bare Soil Temp (°F)","4"" Grass Soil Temp (°F)","2"" Soil Temp (°F)","2"" Soil Water Content (%)","4"" Soil Temp (°F)","4"" Soil Water Content (%)","8"" Soil Temp (°F)","8"" Soil Water Content (%)","20"" Soil Temp (°F)","20"" Soil Water Content (%)",Inversion Strength,Max Inversion,Battery Voltage,Heat Index (°F),Wind Chill (°F),Path
2025-04-16 13:00:00,53.1,53.8,52.3,51.3,35,0.0,0.0,925.0,8.7,326,16.8,51.1,41.7,48.7,35,48.0,40,49.3,37,48.6,44,0,-1,14,,,B
2025-04-16 12:30:00,52.2,53.2,51.6,50.7,39,0.0,0.0,949.0,9.2,325,17.9,50.0,41.4,48.2,35,47.7,40,49.3,37,48.6,44,0,-1,14,,,B
2025-04-16 12:00:00,51.6,52.5,50.9,50.0,41,0.0,0.0,950.0,8.7,332,15.4,49.1,41.2,47.7,35,47.3,40,49.3,37,48.6,44,0,-1,14,,,A
2025-04-16 11:30:00,50.5,51.4,50.0,48.9,44,0.0,0.0,924.0,8.9,325,15.7,48.0,40.8,47.1,35,47.1,40,49.3,37,48.6,44,0,-1,14,,,A
2025-04-16 11:00:00,49.1,50.0,48.6,47.7,45,0.0,0.0,870.0,8.3,325,17.4,47.1,40.6,46.6,35,46.9,40,49.3,37,48.6,44,0,-1,14,,45.6,A
2025-04-16 10:30:00,47.8,48.7,47.5,46.6,48,0.0,0.0,801.0,8.3,335,14.1,46.2,40.6,46.2,36,46.8,40,49.3,37,48.6,44,0,-1,14,,44.0,A
2025-04-16 10:00:00,46.8,47.3,46.2,45.3,51,0.0,0.0,718.0,7.4,334,14.1,45.5,40.5,46.0,36,46.6,40,49.5,37,48.6,44,0,-1,14,,43.1,A
2025-04-16 09:30:00,45.5,46.0,45.0,44.2,56,0.0,0.0,627.0,6.3,349,12.1,45.0,40.5,45.7,36,46.6,40,49.5,37,48.6,44,0,-1,14,,42.2,A
2025-04-16 09:00:00,43.9,44.2,43.2,42.8,63,0.0,0.0,526.0,6.0,11,10.5,44.6,40.6,45.7,36,46.8,40,49.6,37,48.7,44,0,0,14,,40.4,A
2025-04-16 08:30:00,42.1,41.5,41.0,40.6,66,0.0,0.0,420.0,5.8,11,9.4,44.4,40.6,45.7,36,46.8,40,49.6,37,48.7,44,0,0,14,,38.4,A
2025-04-16 08:00:00,41.9,38.3,38.1,37.9,68,0.0,0.0,313.0,1.8,333,5.1,44.4,40.8,45.7,36,46.9,40,49.8,37,48.7,44,0,0,14,,,A
2025-04-16 07:30:00,39.4,34.2,34.7,35.2,74,0.0,0.0,210.0,0.7,7,2.0,44.6,40.8,45.9,36,47.1,40,49.8,37,48.7,44,1,1,14,,,A
2025-04-16 07:00:00,34.5,29.8,31.8,32.9,81,0.0,0.0,110.0,1.3,340,2.2,44.8,41.0,46.0,36,47.3,40,50.0,37,48.7,44,3,3,14,,,A
2025-04-16 06:30:00,31.3,27.9,30.2,31.8,86,0.0,0.0,24.0,0.4,53,2.5,45.1,41.2,46.2,36,47.3,40,50.0,37,48.7,44,4,4,13,,,A
2025-04-16 06:00:00,31.3,29.1,30.9,32.5,85,0.0,0.0,0.0,2.5,11,3.6,45.3,41.4,46.4,36,47.5,40,50.2,37,48.7,44,3,3,13,,,A
2025-04-16 05:30:00,32.9,31.5,32.5,33.3,84,0.0,0.0,0.0,3.4,6,4.9,45.7,41.5,46.6,36,47.7,40,50.2,37,48.7,44,2,2,13,,29.9,A
2025-04-16 05:00:00,33.3,32.0,33.1,33.8,84,0.0,0.0,0.0,4.7,14,7.2,46.0,41.7,46.8,36,47.8,40,50.4,37,48.7,44,2,2,13,,28.8,A
2025-04-16 04:30:00,32.2,30.2,32.0,33.8,85,0.0,0.0,0.0,4.7,7,5.8,46.2,41.9,46.9,36,48.0,40,50.4,37,48.7,44,4,4,13,,27.6,A
2025-04-16 04:00:00,32.5,30.0,32.0,33.6,84,0.0,0.0,0.0,3.1,315,6.0,46.6,41.9,47.3,36,48.2,40,50.4,37,48.7,44,4,4,13,,29.7,A
2025-04-16 03:30:00,33.3,30.9,32.9,34.7,86,0.0,0.0,0.0,3.4,354,11.9,46.9,42.1,47.5,36,48.4,40,50.5,37,48.7,44,4,4,13,,30.3,A
2025-04-16 03:00:00,33.4,29.5,32.4,35.2,83,0.0,0.0,0.0,0.4,311,1.8,47.3,42.3,47.7,36,48.6,40,50.5,37,48.7,44,6,6,13,,,A
2025-04-16 02:30:00,34.7,31.6,33.8,37.4,84,0.0,0.0,0.0,1.1,316,3.6,47.7,42.4,47.8,36,48.7,40,50.7,37,48.7,44,6,6,13,,,
2025-04-16 02:00:00,35.6,31.8,34.9,37.2,80,0.0,0.0,0.0,0.4,6,4.0,48.0,42.6,48.0,36,48.9,40,50.7,37,48.7,44,5,5,13,,,A
2025-04-16 01:30:00,37.8,34.3,37.2,39.0,75,0.0,0.0,0.0,0.7,204,2.5,48.4,42.6,48.4,36,48.9,40,50.7,37,48.7,44,5,5,13,,,A
2025-04-16 01:00:00,38.8,35.6,38.3,39.7,75,0.0,0.0,0.0,1.3,214,2.5,48.6,42.8,48.6,36,49.1,40,50.7,37,48.7,44,4,4,13,,,A
2025-04-16 00:30:00,40.6,37.9,40.3,41.2,71,0.0,0.0,0.0,2.5,208,4.0,48.9,43.0,48.7,36,49.3,40,50.9,37,48.7,44,3,3,13,,,A
2025-04-16 00:00:00,41.2,38.1,40.8,41.9,70,0.0,0.0,0.0,1.6,217,2.5,49.3,43.2,48.9,36,49.5,40,50.9,37,48.7,44,4,4,13,,,A
2025-04-15 23:30:00,41.9,37.9,41.5,42.6,68,0.0,0.0,0.0,2.2,226,3.1,49.6,43.2,49.1,36,49.5,40,50.9,37,48.7,44,5,5,13,,,A
2025-04-15 23:00:00,41.4,39.0,41.7,42.4,68,0.0,0.0,0.0,1.3,254,3.1,49.8,43.3,49.3,36,49.6,40,50.9,37,48.7,44,3,3,13,,,A
2025-04-15 22:30:00,42.3,40.3,41.7,43.0,66,0.0,0.0,0.0,2.2,17,5.1,50.2,43.3,49.3,36,49.6,40,50.9,37,48.7,44,3,3,13,,,A
2025-04-15 22:00:00,46.2,45.0,45.7,46.0,57,0.0,0.0,0.0,5.8,2,13.0,50.5,43.5,49.5,36,49.8,40,50.9,37,48.7,44,1,1,13,,43.3,A
2025-04-15 21:30:00,48.7,48.0,48.7,49.1,48,0.0,0.0,0.0,7.2,280,10.5,50.7,43.5,49.6,36,49.8,41,50.9,37,48.7,44,1,1,14,,45.6,A
2025-04-15 21:00:00,49.6,48.7,49.6,50.2,46,0.0,0.0,0.0,6.7,269,10.7,51.1,43.5,49.8,36,50.0,41,50.9,37,48.7,44,1,1,14,,46.9,A
2025-04-15 20:30:00,49.5,48.2,49.3,50.2,46,0.0,0.0,0.0,5.8,271,8.7,51.3,43.7,49.8,36,50.0,41,50.9,37,48.7,44,2,2,14,,47.1,A
2025-04-15 20:00:00,50.9,49.8,50.7,51.3,43,0.0,0.0,0.0,8.5,278,13.0,51.6,43.7,50.0,36,50.0,41,50.9,37,48.7,44,1,1,14,,,A
2025-04-15 19:30:00,52.9,52.3,52.9,53.2,40,0.0,0.0,15.0,13.2,284,21.9,51.8,43.7,50.2,36,50.0,41,50.9,37,48.7,44,1,1,14,,,C
2025-04-15 19:00:00,54.0,53.6,54.0,54.1,39,0.0,0.0,48.0,16.3,287,23.5,52.0,43.7,50.2,36,50.0,41,50.9,37,48.7,44,1,1,14,,,C
2025-04-15 18:30:00,54.9,54.5,54.9,54.9,38,0.0,0.0,109.0,17.4,288,26.2,52.2,43.7,50.2,36,50.0,41,50.7,37,48.7,44,0,0,14,,,C
2025-04-15 18:00:00,54.9,54.5,54.9,54.9,39,0.0,0.0,125.0,15.9,288,25.5,52.2,43.7,50.2,36,50.0,41,50.7,37,48.7,44,0,0,14,,,C
2025-04-15 17:30:00,56.1,56.1,55.9,55.8,37,0.0,0.0,322.0,17.7,287,25.7,52.2,43.5,50.2,36,49.8,41,50.7,37,48.7,44,0,0,14,,,C
2025-04-15 17:00:00,56.1,56.1,56.1,55.8,36,0.0,0.0,373.0,18.8,291,27.3,52.2,43.5,50.0,36,49.8,41,50.7,37,48.7,44,0,0,14,,,C
2025-04-15 16:30:00,55.4,55.4,55.4,55.2,38,0.0,0.0,243.0,16.8,293,26.2,52.2,43.3,50.0,36,49.6,41,50.7,37,48.7,44,0,0,14,,,C
2025-04-15 16:00:00,55.2,55.4,55.2,55.0,38,0.0,0.0,279.0,16.3,289,24.8,52.0,43.3,49.8,37,49.6,41,50.5,37,48.7,44,0,0,14,,,C
2025-04-15 15:30:00,54.9,55.0,54.9,54.7,39,0.0,0.0,311.0,17.7,297,27.3,51.6,43.2,49.6,37,49.5,41,50.5,37,48.7,44,0,0,14,,,A
2025-04-15 15:00:00,55.2,55.8,55.2,54.9,38,0.0,0.0,499.0,17.2,289,27.1,51.1,43.0,49.5,37,49.3,41,50.5,37,48.7,44,0,0,14,,,A
2025-04-15 14:30:00,54.7,55.6,54.7,54.0,41,0.0,0.0,706.0,19.0,293,28.6,50.7,42.8,49.1,37,49.1,41,50.5,37,48.7,44,0,-1,14,,,A
2025-04-15 14:00:00,53.1,53.6,53.1,52.5,44,0.0,0.0,562.0,19.5,294,28.4,50.2,42.8,48.9,37,48.9,41,50.5,37,48.7,44,0,-1,14,,,B
2025-04-15 13:30:00,52.3,53.2,52.3,51.6,46,0.0,0.0,664.0,19.5,291,28.2,49.6,42.6,48.7,37,48.9,41,50.7,37,48.7,44,0,-1,14,,,B
2025-04-15 13:00:00,51.4,52.5,51.6,50.7,47,0.0,0.0,797.0,20.4,295,29.8,49.1,42.6,48.6,37,48.9,41,50.7,37,48.7,44,0,-1,14,,,B
2025-04-15 12:30:00,49.6,50.5,49.8,49.1,50,0.0,0.0,606.0,21.9,301,30.9,48.9,42.6,48.4,37,48.9,41,50.7,37,48.7,44,0,-1,14,,42.8,B
2025-04-15 12:00:00,47.7,48.2,47.8,47.5,54,0.0,0.0,393.0,20.6,304,30.2,48.7,42.6,48.4,37,48.9,41,50.7,37,48.7,44,0,0,14,,40.4,B
2025-04-15 11:30:00,46.8,47.1,46.9,46.6,55,0.0,0.0,306.0,21.0,304,30.0,48.6,42.6,48.4,37,48.9,41,50.9,37,48.7,44,0,0,14,,39.1,A
2025-04-15 11:00:00,46.6,46.9,46.6,46.4,55,0.0,0.0,297.0,22.1,303,30.2,48.4,42.8,48.4,37,48.9,41,50.9,37,48.7,44,0,0,14,,38.7,A
2025-04-15 10:30:00,46.2,46.8,46.4,46.2,57,0.0,0.0,295.0,22.1,304,32.7,48.4,42.8,48.4,37,48.9,41,50.9,38,48.7,44,0,0,14,,38.2,A
2025-04-15 10:00:00,45.3,45.7,45.5,45.3,62,0.0,0.0,182.0,21.3,305,32.9,48.4,42.8,48.4,37,49.1,41,51.1,38,48.7,44,0,0,14,,37.2,A
2025-04-15 09:30:00,44.4,44.6,44.4,44.4,67,0.0,0.0,97.0,19.5,310,28.4,48.4,43.0,48.4,37,49.1,41,51.1,38,48.7,44,0,0,14,,36.4,A
2025-04-15 09:00:00,45.9,45.9,45.9,45.9,59,0.0,0.0,94.0,23.0,290,33.1,48.4,43.0,48.4,37,49.3,41,51.3,38,48.7,44,0,0,14,,37.6,A
2025-04-15 08:30:00,46.0,46.2,46.0,46.0,59,0.0,0.0,203.0,22.8,284,36.5,48.4,43.2,48.6,37,49.3,41,51.3,38,48.7,44,0,0,14,,37.9,A
2025-04-15 08:00:00,45.3,45.5,45.5,45.3,60,0.0,0.0,144.0,24.4,287,34.9,48.6,43.2,48.6,37,49.5,41,51.3,38,48.7,44,0,0,14,,36.6,A
2025-04-15 07:30:00,45.0,44.8,45.0,45.0,61,0.0,0.0,88.0,21.0,279,35.3,48.7,43.3,48.7,37,49.6,41,51.4,38,48.7,44,0,0,14,,36.8,A
2025-04-15 07:00:00,44.4,44.4,44.6,44.6,63,0.0,0.0,34.0,20.4,285,29.8,48.7,43.5,48.9,37,49.6,41,51.4,38,48.7,44,0,0,13,,36.2,A
2025-04-15 06:30:00,44.2,44.2,44.4,44.4,64,0.0,0.0,4.0,19.9,279,30.4,48.9,43.5,49.1,37,49.8,41,51.4,38,48.7,44,0,0,13,,36.1,A
2025-04-15 06:00:00,44.2,44.2,44.4,44.4,65,0.0,0.0,0.0,18.6,276,29.5,49.3,43.7,49.3,37,50.0,41,51.6,38,48.7,44,0,0,13,,36.4,A
2025-04-15 05:30:00,43.5,43.3,43.7,43.9,67,0.0,0.0,0.0,16.1,277,25.1,49.5,43.9,49.5,37,50.2,41,51.6,38,48.7,44,1,1,13,,36.0,A
2025-04-15 05:00:00,43.7,43.2,43.7,43.9,66,0.0,0.0,0.0,16.8,276,26.2,49.8,43.9,49.6,37,50.4,41,51.8,38,48.7,44,1,1,13,,36.1,A
2025-04-15 04:30:00,44.4,43.9,44.4,44.6,64,0.0,0.0,0.0,15.2,272,24.8,50.2,44.1,49.8,37,50.4,41,51.8,38,48.7,44,1,1,13,,37.4,A
2025-04-15 04:00:00,45.5,45.0,45.5,45.7,61,0.0,0.0,0.0,17.9,278,30.9,50.4,44.2,50.0,37,50.5,41,51.8,38,48.7,44,1,1,13,,38.2,A
2025-04-15 03:30:00,46.6,46.2,46.6,46.9,57,0.0,0.0,0.0,18.6,274,28.2,50.7,44.4,50.2,37,50.7,41,51.8,38,48.6,44,1,1,13,,39.4,A
2025-04-15 03:00:00,48.0,47.5,48.0,48.4,52,0.0,0.0,0.0,14.5,268,21.7,50.9,44.4,50.4,37,50.7,41,52.0,38,48.6,44,1,1,13,,42.2,A
2025-04-15 02:30:00,49.5,48.9,49.5,49.6,48,0.0,0.0,0.0,13.4,266,20.8,51.3,44.6,50.5,37,50.9,41,52.0,38,48.6,44,1,1,13,,44.3,A
2025-04-15 02:00:00,50.5,50.2,50.5,50.7,46,0.0,0.0,0.0,13.4,264,23.3,51.4,44.6,50.5,37,51.1,41,52.0,38,48.6,44,1,1,13,,,A
2025-04-15 01:30:00,50.9,50.7,51.1,51.3,48,0.0,0.0,0.0,15.4,275,24.4,51.8,44.8,50.7,37,51.3,41,52.0,38,48.6,44,1,1,13,,,A
2025-04-15 01:00:00,50.0,49.6,50.2,50.4,52,0.0,0.0,0.0,12.8,273,21.5,52.0,45.0,50.9,37,51.3,41,52.2,38,48.6,44,1,1,13,,45.2,A
2025-04-15 00:30:00,50.2,49.6,50.4,50.5,51,0.0,0.0,0.0,11.2,269,16.8,52.3,45.0,51.1,37,51.4,41,52.2,38,48.6,44,1,1,13,,,A
2025-04-15 00:00:00,51.1,50.5,51.1,51.4,49,0.0,0.0,0.0,10.7,266,17.2,52.7,45.1,51.3,37,51.6,41,52.2,38,48.6,44,1,1,13,,,A
2025-04-14 23:30:00,51.4,50.9,51.6,52.0,48,0.0,0.0,0.0,10.5,266,15.9,53.1,45.3,51.4,37,51.8,41,52.2,38,48.4,44,1,1,13,,,A
2025-04-14 23:00:00,51.8,51.1,51.8,52.3,49,0.0,0.0,0.0,10.3,267,15.4,53.4,45.5,51.8,37,52.0,41,52.2,38,48.4,44,1,1,13,,,A
2025-04-14 22:30:00,52.0,51.3,52.2,52.5,49,0.0,0.0,0.0,10.3,272,15.4,54.0,45.5,52.0,37,52.0,41,52.2,38,48.4,44,1,1,13,,,A
2025-04-14 22:00:00,52.9,52.0,52.9,53.4,49,0.0,0.0,0.0,10.3,273,17.0,54.3,45.7,52.2,37,52.2,41,52.2,38,48.4,44,1,1,13,,,A
2025-04-14 21:30:00,54.0,52.9,54.0,54.5,47,0.0,0.0,0.0,9.2,271,13.6,54.7,45.7,52.3,38,52.3,41,52.2,38,48.4,44,2,2,14,,,A
2025-04-14 21:00:00,55.0,54.1,55.0,55.6,46,0.0,0.0,0.0,9.2,272,13.6,55.0,45.9,52.5,38,52.3,41,52.2,38,48.4,44,1,1,14,,,A
2025-04-14 20:30:00,56.1,55.2,56.1,56.7,44,0.0,0.0,0.0,11.4,279,19.5,55.4,45.9,52.7,38,52.5,41,52.2,38,48.4,44,1,1,14,,,A
2025-04-14 20:00:00,57.4,56.5,57.4,57.7,45,0.0,0.0,1.0,9.8,269,16.6,55.8,46.0,52.9,38,52.5,41,52.0,38,48.4,44,1,1,14,,,A
2025-04-14 19:30:00,58.8,58.1,58.6,59.0,42,0.0,0.0,30.0,12.1,260,18.8,56.1,46.0,53.1,38,52.5,41,52.0,38,48.2,44,1,1,14,,,A
2025-04-14 19:00:00,59.7,59.2,59.5,59.9,40,0.0,0.0,84.0,12.8,264,21.0,56.5,46.0,53.1,38,52.7,41,52.0,38,48.2,44,1,1,14,,,A
2025-04-14 18:30:00,60.4,59.9,60.4,60.6,38,0.0,0.0,101.0,15.4,270,26.4,56.8,46.0,53.2,38,52.7,41,51.8,38,48.2,44,1,1,14,,,C
2025-04-14 18:00:00,61.5,61.2,61.3,61.3,35,0.0,0.0,221.0,17.9,277,25.9,57.0,46.0,53.2,38,52.5,41,51.8,38,48.2,44,0,0,14,,,C
2025-04-14 17:30:00,62.2,62.1,62.2,62.1,34,0.0,0.0,294.0,18.3,279,28.6,57.2,46.0,53.2,38,52.5,41,51.6,38,48.2,44,0,0,14,,,C
2025-04-14 17:00:00,61.9,61.9,61.9,61.9,34,0.0,0.0,306.0,18.6,274,30.4,57.2,45.9,53.2,38,52.5,41,51.6,38,48.2,44,0,0,14,,,C
2025-04-14 16:30:00,62.6,62.8,62.4,62.2,34,0.0,0.0,492.0,19.7,276,28.9,57.2,45.9,53.2,38,52.3,41,51.4,38,48.2,44,0,0,14,,,C
2025-04-14 16:00:00,63.1,63.3,63.1,62.8,35,0.0,0.0,507.0,18.3,278,31.3,57.0,45.7,53.2,38,52.2,41,51.4,38,48.2,44,0,0,14,,,C
2025-04-14 15:30:00,63.1,63.1,63.1,63.0,34,0.0,0.0,386.0,18.6,281,27.3,57.0,45.7,53.1,38,52.2,41,51.3,38,48.2,44,0,0,14,,,C
2025-04-14 15:00:00,64.0,64.0,64.0,63.7,32,0.0,0.0,450.0,19.7,281,28.2,56.7,45.5,52.9,38,52.0,41,51.3,38,48.2,44,0,0,14,,,C
2025-04-14 14:30:00,65.7,66.0,65.5,64.9,30,0.0,0.0,746.0,19.2,274,31.8,56.3,45.3,52.7,38,51.6,41,51.1,38,48.2,44,0,-1,14,,,C
2025-04-14 14:00:00,65.1,65.7,65.1,64.6,32,0.0,0.0,719.0,18.8,274,31.1,55.9,45.1,52.5,38,51.4,41,51.1,38,48.2,44,0,-1,14,,,C
2025-04-14 13:30:00,65.5,65.5,65.3,65.1,32,0.0,0.0,469.0,19.0,285,27.1,55.4,45.0,52.2,38,51.3,41,50.9,38,48.2,44,0,0,14,,,C
2025-04-14 13:00:00,68.0,68.7,68.0,67.3,26,0.0,0.0,874.0,19.0,280,26.8,54.9,44.6,52.0,38,51.1,41,50.9,38,48.2,44,0,-1,14,,,C
2025-04-14 12:30:00,68.2,68.7,68.0,67.5,28,0.0,0.0,810.0,19.0,285,30.0,54.3,44.4,51.6,38,50.9,41,50.9,38,48.0,44,0,-1,14,,,C
2025-04-14 12:00:00,68.0,68.7,68.2,67.6,30,0.0,0.0,866.0,18.6,283,27.3,53.8,44.4,51.3,39,50.7,41,50.9,38,48.0,44,0,-1,14,,,B
2025-04-14 11:30:00,66.7,67.3,66.7,66.4,35,0.0,0.0,681.0,16.3,285,23.3,53.2,44.2,51.1,39,50.5,42,50.7,38,48.0,44,0,0,14,,,B
2025-04-14 11:00:00,66.2,66.2,66.2,65.8,33,0.0,0.0,482.0,17.7,291,25.7,52.7,44.1,50.9,39,50.4,42,50.7,38,48.0,44,0,0,14,,,B
2025-04-14 10:30:00,67.5,67.6,67.5,67.1,30,0.0,0.0,587.0,13.4,294,21.9,52.3,44.1,50.7,39,50.4,42,50.7,38,48.0,44,0,0,14,,,B
2025-04-14 10:00:00,66.2,66.6,66.2,65.8,33,0.0,0.0,608.0,13.2,303,21.0,51.8,43.9,50.5,39,50.2,42,50.7,38,48.0,44,0,0,14,,,B
2025-04-14 09:30:00,63.7,64.0,63.7,63.1,43,0.0,0.0,528.0,9.8,311,15.9,51.4,43.9,50.4,39,50.2,42,50.7,38,48.0,44,0,0,14,,,B
2025-04-14 09:00:00,61.3,61.2,61.3,61.3,51,0.0,0.0,283.0,12.8,310,22.1,51.3,43.9,50.4,39,50.2,42,50.7,38,48.0,44,0,0,14,,,A
2025-04-14 08:30:00,61.0,61.0,61.0,61.0,57,0.0,0.0,288.0,15.7,309,22.1,51.1,43.9,50.2,39,50.2,42,50.7,38,48.0,44,0,0,14,,,A
2025-04-14 08:00:00,59.0,58.8,59.2,59.2,69,0.0,0.0,174.0,12.3,298,19.5,51.1,43.9,50.2,39,50.2,42,50.7,38,48.0,44,0,0,14,,,A
2025-04-14 07:30:00,58.8,58.6,59.0,59.2,73,0.0,0.0,75.0,10.5,281,15.7,51.1,43.9,50.2,39,50.2,42,50.7,38,48.0,44,1,1,14,,,A
2025-04-14 07:00:00,58.8,58.3,59.0,59.2,74,0.0,0.0,32.0,8.9,267,14.8,51.1,43.9,50.2,39,50.2,42,50.7,38,48.0,44,1,1,13,,,A
2025-04-14 06:30:00,57.2,56.3,57.4,57.9,78,0.0,0.0,6.0,5.6,235,11.0,51.1,43.9,50.2,39,50.2,42,50.7,38,48.0,44,2,2,13,,,A
2025-04-14 06:00:00,57.4,56.3,57.2,58.1,77,0.0,0.0,0.0,5.1,232,8.1,51.1,43.9,50.2,39,50.2,42,50.7,38,47.8,44,2,2,13,,,A
2025-04-14 05:30:00,58.5,57.6,58.3,59.0,74,0.0,0.0,0.0,6.3,246,11.2,51.3,43.9,50.4,39,50.2,42,50.7,38,47.8,44,1,1,13,,,A
2025-04-14 05:00:00,59.2,58.3,59.2,59.7,72,0.0,0.0,0.0,8.3,236,12.1,51.3,43.9,50.4,39,50.2,42,50.7,38,47.8,44,1,1,13,,,A
2025-04-14 04:30:00,59.5,58.6,59.7,60.3,70,0.0,0.0,0.0,7.6,226,10.7,51.3,43.9,50.4,39,50.2,42,50.7,38,47.8,44,2,2,13,,,A
2025-04-14 04:00:00,60.4,59.2,60.3,61.0,68,0.0,0.0,0.0,6.9,227,12.8,51.3,43.9,50.4,39,50.2,42,50.7,38,47.8,44,2,2,13,,,A
2025-04-14 03:30:00,61.7,60.8,61.9,62.2,64,0.0,0.0,0.0,8.3,216,13.2,51.4,43.9,50.4,39,50.2,42,50.7,38,47.8,44,1,1,13,,,A
2025-04-14 03:00:00,61.5,60.4,61.5,62.2,63,0.0,0.0,0.0,6.9,213,12.8,51.4,43.9,50.4,39,50.4,42,50.7,38,47.8,44,2,2,13,,,A
2025-04-14 02:30:00,61.0,59.9,61.2,61.9,61,0.0,0.0,0.0,7.2,205,11.6,51.6,44.1,50.4,39,50.4,42,50.7,38,47.8,44,2,2,13,,,A
2025-04-14 02:00:00,59.4,58.5,59.7,60.4,60,0.0,0.0,0.0,5.6,185,9.4,51.8,44.1,50.4,39,50.4,42,50.7,38,47.8,44,2,2,13,,,A
2025-04-14 01:30:00,58.3,57.6,58.5,59.5,57,0.0,0.0,0.0,4.0,169,6.7,51.8,44.1,50.5,39,50.4,42,50.7,38,47.8,44,2,2,13,,,A
2025-04-14 01:00:00,59.7,59.4,59.7,60.4,52,0.0,0.0,0.0,5.6,164,11.4,52.0,44.1,50.5,39,50.4,42,50.7,38,47.8,44,1,1,13,,,A
2025-04-14 00:30:00,59.7,59.7,59.9,60.3,50,0.0,0.0,0.0,6.0,154,10.1,52.0,44.1,50.5,39,50.4,42,50.7,38,47.7,44,1,1,13,,,A
2025-04-14 00:00:00,59.7,59.7,59.9,60.1,49,0.0,0.0,0.0,5.4,145,8.9,52.2,44.1,50.5,39,50.5,42,50.7,38,47.7,44,0,0,13,,,A
2025-04-13 23:30:00,59.9,59.7,60.1,60.3,49,0.0,0.0,0.0,5.6,143,9.8,52.2,44.1,50.7,39,50.5,42,50.7,38,47.7,44,1,1,13,,,A
2025-04-13 23:00:00,59.5,59.2,59.5,60.1,49,0.0,0.0,0.0,6.0,135,9.4,52.3,44.1,50.7,39,50.5,42,50.5,38,47.7,44,1,1,13,,,A
2025-04-13 22:30:00,60.3,59.5,59.9,60.4,47,0.0,0.0,0.0,6.7,129,10.7,52.5,44.1,50.7,39,50.5,42,50.5,38,47.7,44,1,1,14,,,C
2025-04-13 22:00:00,61.2,61.0,61.2,61.3,45,0.0,0.0,0.0,6.3,141,11.4,52.5,44.1,50.7,39,50.5,42,50.5,38,47.7,44,0,0,14,,,C
2025-04-13 21:30:00,61.2,61.2,61.3,61.7,44,0.0,0.0,0.0,6.5,141,12.5,52.7,44.1,50.9,39,50.5,42,50.5,38,47.7,44,1,1,14,,,C
2025-04-13 21:00:00,62.1,61.7,62.1,62.2,42,0.0,0.0,0.0,6.7,139,13.0,52.9,44.2,50.9,39,50.5,42,50.5,38,47.7,44,1,1,14,,,C
2025-04-13 20:30:00,62.6,62.6,62.8,63.0,40,0.0,0.0,0.0,7.4,149,12.5,53.1,44.1,50.9,39,50.5,42,50.4,38,47.7,44,0,0,14,,,C
2025-04-13 20:00:00,62.6,62.4,62.8,63.1,40,0.0,0.0,0.0,6.7,150,11.4,53.2,44.1,51.1,39,50.5,42,50.4,38,47.7,44,1,1,14,,,C
2025-04-13 19:30:00,63.5,63.3,63.7,64.0,38,0.0,0.0,13.0,7.2,154,13.4,53.4,44.1,51.1,39,50.5,42,50.4,38,47.7,44,1,1,14,,,C
2025-04-13 19:00:00,64.9,64.4,64.9,65.3,36,0.0,0.0,49.0,8.1,162,16.1,53.4,44.1,51.1,39,50.5,42,50.2,38,47.7,44,1,1,14,,,C
2025-04-13 18:30:00,65.8,64.8,65.3,65.3,35,0.0,0.0,117.0,8.3,151,16.3,53.4,43.9,51.1,39,50.4,42,50.2,38,47.5,44,1,1,14,,,C
2025-04-13 18:00:00,65.3,64.2,64.9,64.6,36,0.0,0.0,193.0,8.3,130,13.9,53.4,43.9,50.9,39,50.4,42,50.0,38,47.5,44,1,1,14,,,C
2025-04-13 17:30:00,65.7,64.8,65.3,64.9,35,0.0,0.0,230.0,9.6,127,17.4,53.2,43.7,50.7,39,50.2,42,50.0,38,47.5,44,1,1,14,,,C
2025-04-13 17:00:00,65.7,64.8,65.3,64.8,34,0.0,0.0,274.0,12.5,127,20.6,53.1,43.5,50.7,39,50.0,42,50.0,38,47.5,44,1,1,14,,,C
2025-04-13 16:30:00,66.7,65.8,66.2,65.5,30,0.0,0.0,482.0,16.8,137,29.1,52.7,43.5,50.4,39,50.0,42,49.8,38,47.5,44,0,0,14,,,C
2025-04-13 16:00:00,66.9,66.2,66.4,65.3,30,0.0,0.0,668.0,15.9,132,26.2,52.5,43.3,50.4,39,49.8,42,49.8,38,47.5,44,0,0,14,,,C
2025-04-13 15:30:00,63.0,62.8,63.0,62.6,32,0.0,0.0,350.0,15.9,139,28.0,52.3,43.3,50.2,39,49.6,42,49.8,38,47.5,44,0,0,14,,,C
2025-04-13 15:00:00,62.2,61.7,61.9,61.9,32,0.0,0.0,234.0,16.1,145,28.0,52.2,43.2,50.0,39,49.6,42,49.6,38,47.5,44,0,0,14,,,C
2025-04-13 14:30:00,62.6,61.9,62.1,61.7,33,0.0,0.0,405.0,15.4,143,24.6,52.0,43.0,50.0,40,49.5,42,49.6,38,47.5,44,0,0,14,,,C
